uq_ortho_gene_id	tax_id	prot_seq_id	uniprot_id	ensemble_gene_name	ncbi_gid	description
9796_0:0013be	9796_0	NR1I3			100066015	nuclear receptor subfamily 1 group I member 3 isoform X1
9796_0:0013bf	9796_0	RPS6KC1	F6Y142		100050383	Ribosomal protein S6 kinase C1
9796_0:0013c0	9796_0	LOC100060541			100060541	filaggrin
9796_0:0013c1	9796_0	TRAF3IP3	F7BH21		100051575	TRAF3 interacting protein 3
9796_0:0013c2	9796_0	OR6K2	F6XHW7		100056623	Olfactory receptor
9796_0:0013c3	9796_0	CD5L			100054450	CD5 antigen-like
9796_0:0013c4	9796_0	AXDND1			100052452	axonemal dynein light chain domain-containing protein 1 isoform X1
9796_0:0013c5	9796_0	FCER1G	A0A0B4J1B5		100034137	FCER1G
9796_0:0013c6	9796_0	LOC106783229			106783229	uncharacterized protein LOC106783229
9796_0:0013c7	9796_0	TOR3A			100063083	torsin-3A isoform X1
9796_0:0013c8	9796_0	CHI3L2			102147633	LOW QUALITY PROTEIN: chitinase-3-like protein 2
9796_0:0013c9	9796_0	PHGDH			100059940	D-3-phosphoglycerate dehydrogenase isoform X1
9796_0:0013ca	9796_0	PMF1	F7B1M1		100146589	Polyamine modulated factor 1
9796_0:0013cb	9796_0	SCAMP3			100057345	secretory carrier-associated membrane protein 3
9796_0:0013cc	9796_0	AMPD2			100061723	AMP deaminase 2 isoform X1
9796_0:0013cd	9796_0	PRMT6	F6YMJ7		100060260	Protein arginine methyltransferase 6
9796_0:0013ce	9796_0	LMX1A			100058469	LIM homeobox transcription factor 1-alpha
9796_0:0013cf	9796_0	LAX1			100053861	lymphocyte transmembrane adapter 1 isoform X1
9796_0:0013d0	9796_0	SYT14			100056174	synaptotagmin-14 isoform X1
9796_0:0013d1	9796_0	DSTYK			100054758	dual serine/threonine and tyrosine protein kinase
9796_0:0013d2	9796_0	DTL	F6VF64		100054533	Denticleless E3 ubiquitin protein ligase homolog
9796_0:0013d3	9796_0	ALG14	F7CFM0		100058111	ALG14, UDP-N-acetylglucosaminyltransferase subunit
9796_0:0013d4	9796_0	C2CD4D			100630427	C2 calcium-dependent domain-containing protein 4D
9796_0:0013d5	9796_0	TAF13	F7ADE8		100061136	TATA-box binding protein associated factor 13
9796_0:0013d6	9796_0	DENND2D			100058822	DENN domain-containing protein 2D isoform X2
9796_0:0013d7	9796_0	LRRIQ3	F7ARH1		100067897	Leucine rich repeats and IQ motif containing 3
9796_0:0013d8	9796_0	S100A5			100061891	protein S100-A5
9796_0:0013d9	9796_0	PEA15			100058382	astrocytic phosphoprotein PEA-15
9796_0:0013da	9796_0	CNTN2			100050179	contactin-2 isoform X1
9796_0:0013db	9796_0	PIAS3	F6RAQ9		100065141	Protein inhibitor of activated STAT 3
9796_0:0013dc	9796_0	TRMT13	F6U2I9		100050460	tRNA methyltransferase 13 homolog
9796_0:0013dd	9796_0	LMO4	F6SNM6		100052327	LIM domain only 4
9796_0:0013de	9796_0	GPSM2			100057975	G-protein-signaling modulator 2 isoform X1
9796_0:0013df	9796_0	ZNF687	F7B2F5		100059692	Zinc finger protein 687
9796_0:0013e0	9796_0	LOC102150551			102150551	uncharacterized protein LOC102150551
9796_0:0013e1	9796_0	CTBS			100064763	di-N-acetylchitobiase
9796_0:0013e2	9796_0	CASQ2			100059622	calsequestrin-2 isoform X2
9796_0:0013e3	9796_0	LOC100146678			100146678	olfactory receptor 6K3-like
9796_0:0013e4	9796_0	DNASE2B			100064895	deoxyribonuclease-2-beta
9796_0:0013e5	9796_0	CD1a4	G3FP02		100055306	CD1 protein
9796_0:0013e6	9796_0	ASTN1	F6VT93		100062059	Astrotactin 1
9796_0:0013e7	9796_0	PMVK	F6V984		100062963	Phosphomevalonate kinase
9796_0:0013e8	9796_0	LOC100147077			100147077	Fc receptor-like protein 5
9796_0:0013e9	9796_0	LOC111773533			111773533	LOW QUALITY PROTEIN: histone H3
9796_0:0013ea	9796_0	SLC50A1	F7D9S0		100057221	Sugar transporter SWEET
9796_0:0013eb	9796_0	LOC100055776			100055776	olfactory receptor 10K1-like
9796_0:0013ec	9796_0	LPAR3			100052775	lysophosphatidic acid receptor 3
9796_0:0013ed	9796_0	RPAP2			100059972	putative RNA polymerase II subunit B1 CTD phosphatase RPAP2
9796_0:0013ee	9796_0	CD1a6	G3FP04		100055394	CD1 protein
9796_0:0013ef	9796_0	TXNIP			111773538	thioredoxin-interacting protein
9796_0:0013f0	9796_0	LOC100062192			100062192	LOW QUALITY PROTEIN: chymosin-like
9796_0:0013f1	9796_0	PAPPA2			100052718	pappalysin-2
9796_0:0013f2	9796_0	ARNT			100059178	aryl hydrocarbon receptor nuclear translocator isoform X1
9796_0:0013f3	9796_0	NGF			100065669	beta-nerve growth factor
9796_0:0013f4	9796_0	CGN			100059886	cingulin isoform X1
9796_0:0013f5	9796_0	MCL1	F7AVA6		100054765	MCL1, BCL2 family apoptosis regulator
9796_0:0013f6	9796_0	TSHB	Q28376		100034188	Thyrotropin subunit beta
9796_0:0013f7	9796_0	KHDC4	F6ZX16		100057540	KH domain containing 4, pre-mRNA splicing factor
9796_0:0013f8	9796_0	AK5			100053274	adenylate kinase isoenzyme 5 isoform X1
9796_0:0013f9	9796_0	NFIA			100070600	nuclear factor 1 A-type isoform X1
9796_0:0013fa	9796_0	IGSF3			100059648	immunoglobulin superfamily member 3 isoform X1
9796_0:0013fb	9796_0	S100A13	F6YZ13		100056308	S100 calcium binding protein A13
9796_0:0013fc	9796_0	MYOC			100059848	myocilin
9796_0:0013fd	9796_0	ZNF644	F6S2N5		100051777	Zinc finger protein 644
9796_0:0013fe	9796_0	C4BPA	F7BNQ2		100056222	Complement component 4 binding protein alpha
9796_0:0013ff	9796_0	LOC100147417			100147417	uncharacterized protein LOC100147417 isoform X1
9796_0:001400	9796_0	SELENBP1			100034054	selenium-binding protein 1
9796_0:001401	9796_0	LOC100062984			100062984	LOW QUALITY PROTEIN: acidic mammalian chitinase
9796_0:001402	9796_0	PTGER3	F7A1L9		100053557	Prostaglandin E receptor 3
9796_0:001403	9796_0	LEPROT			100630509	leptin receptor gene-related protein isoform X1
9796_0:001404	9796_0	LOC102149470			102149470	LOW QUALITY PROTEIN: olfactory receptor 10R2-like
9796_0:001405	9796_0	SPAG17			100059849	sperm-associated antigen 17 isoform X1
9796_0:001406	9796_0	FAM72A			111773431	protein FAM72A isoform X1
9796_0:001407	9796_0	LOC100055944	F7AMR9		100055944	LOC100055944
9796_0:001408	9796_0	WDR63			100064323	WD repeat-containing protein 63 isoform X1
9796_0:001409	9796_0	LOC100054113	F7BXF3		100054113	Histone H2A
9796_0:00140a	9796_0	RORC	F6TAY3		100060134	RAR related orphan receptor C
9796_0:00140b	9796_0	RGS5	F7C833		100059437	Regulator of G protein signaling 5
9796_0:00140c	9796_0	LOC100061178			100061178	cornifin-like
9796_0:00140d	9796_0	EFNA1			100063307	ephrin-A1
9796_0:00140e	9796_0	SELL			100058663	L-selectin isoform X1
9796_0:00140f	9796_0	RBBP5	F6VVI8		100054708	RB binding protein 5, histone lysine methyltransferase complex subunit
9796_0:001410	9796_0	LAMC1			100055269	laminin subunit gamma-1
9796_0:001411	9796_0	CLCA2			100052615	calcium-activated chloride channel regulator 2 isoform X1
9796_0:001412	9796_0	OR10J5	F6SY00		100057586	Olfactory receptor family 10 subfamily J member 5
9796_0:001413	9796_0	ALG6			100070118	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase isoform X1
9796_0:001414	9796_0	LRRC8C			100061419	volume-regulated anion channel subunit LRRC8C isoform X1
9796_0:001415	9796_0	SERBP1			100069110	plasminogen activator inhibitor 1 RNA-binding protein isoform X1
9796_0:001416	9796_0	KCNN3			100057020	small conductance calcium-activated potassium channel protein 3 isoform X1
9796_0:001417	9796_0	NOTCH2			100067078	neurogenic locus notch homolog protein 2
9796_0:001418	9796_0	MOV10			100059089	putative helicase MOV-10 isoform X1
9796_0:001419	9796_0	CCDC181	F6UCK7		100051776	Coiled-coil domain containing 181
9796_0:00141a	9796_0	TNFSF4	F6UJR4		100060605	TNF superfamily member 4
9796_0:00141b	9796_0	PTGS2	O19183		791253	Prostaglandin G/H synthase 2
9796_0:00141c	9796_0	DCAF6			100057094	DDB1- and CUL4-associated factor 6 isoform X1
9796_0:00141d	9796_0	LELP1			100630233	late cornified envelope-like proline-rich protein 1
9796_0:00141e	9796_0	FUBP1			100066384	far upstream element-binding protein 1 isoform X1
9796_0:00141f	9796_0	LOC102149563			102149563	uncharacterized protein LOC102149563
9796_0:001420	9796_0	AKNAD1			100057931	protein AKNAD1 isoform X1
9796_0:001421	9796_0	APOA2	F6RM73		100066043	Apolipoprotein A-II
9796_0:001422	9796_0	CRYZ			100053415	quinone oxidoreductase
9796_0:001423	9796_0	THEM4			100055681	acyl-coenzyme A thioesterase THEM4
9796_0:001424	9796_0	CREB3L4	F6QMI6		100062307	cAMP responsive element binding protein 3 like 4
9796_0:001425	9796_0	LOC102147500			102147500	MAP kinase-activated protein kinase 2
9796_0:001426	9796_0	PI4KB			100055429	phosphatidylinositol 4-kinase beta isoform X1
9796_0:001427	9796_0	TCTEX1D1			100069321	tctex1 domain-containing protein 1
9796_0:001428	9796_0	SLC45A3			100050382	solute carrier family 45 member 3
9796_0:001429	9796_0	LOC106783154			106783154	uncharacterized protein LOC106783154 isoform X1
9796_0:00142a	9796_0	SGIP1			100069364	SH3-containing GRB2-like protein 3-interacting protein 1 isoform X1
9796_0:00142b	9796_0	CFAP45			100057891	cilia- and flagella-associated protein 45
9796_0:00142c	9796_0	SMYD2			100052774	N-lysine methyltransferase SMYD2
9796_0:00142d	9796_0	LOC100055904			100055904	late cornified envelope protein 2A-like
9796_0:00142e	9796_0	TBX19	F6PR95		100051717	T-box 19
9796_0:00142f	9796_0	NSL1	F6WYU1		100050694	NSL1, MIS12 kinetochore complex component
9796_0:001430	9796_0	K9KBL2_HORSE;K9KCJ0_HORSE	K9KBL2		100630720	RAB GTPase-activating protein 1-like-like protein
9796_0:001431	9796_0	HSD11B1	F7BL00		100056429	Hydroxysteroid 11-beta dehydrogenase 1
9796_0:001432	9796_0	CEPT1;K9K289_HORSE	F6YYI9		100062845	Choline/ethanolamine phosphotransferase 1
9796_0:001433	9796_0	PIP5K1A			100059655	phosphatidylinositol 4-phosphate 5-kinase type-1 alpha isoform X1
9796_0:001434	9796_0	IGSF9			100057942	protein turtle homolog A isoform X1
9796_0:001435	9796_0	MGST3	F6Z037		100058514	Microsomal glutathione S-transferase 3
9796_0:001436	9796_0	IL19			100055588	LOW QUALITY PROTEIN: interleukin-19
9796_0:001437	9796_0	LOC100055773			100055773	late cornified envelope protein 3B
9796_0:001438	9796_0	SEMA4A			100064005	semaphorin-4A isoform X1
9796_0:001439	9796_0	LOC100059796			100059796	LOW QUALITY PROTEIN: high affinity immunoglobulin gamma Fc receptor I
9796_0:00143a	9796_0	K9K263_HORSE	K9K263		100063842	Translocon-associated protein subunit beta
9796_0:00143b	9796_0	LOC100065736			100065736	LOW QUALITY PROTEIN: gonadotropin-releasing hormone II receptor-like
9796_0:00143c	9796_0	ARHGEF11			100064689	rho guanine nucleotide exchange factor 11 isoform X1
9796_0:00143d	9796_0	CASQ1			100058343	calsequestrin-1
9796_0:00143e	9796_0	LOC100057298			100057298	complement receptor type 1 isoform X4
9796_0:00143f	9796_0	PLPPR4	F7B3C7		100050850	Phospholipid phosphatase related 4
9796_0:001440	9796_0	ATP8B2			100629225	phospholipid-transporting ATPase ID isoform X1
9796_0:001441	9796_0	G0S2			100056475	G0/G1 switch protein 2
9796_0:001442	9796_0	PHTF1	F6S517		100059170	Putative homeodomain transcription factor 1
9796_0:001443	9796_0	MCOLN2			100052719	mucolipin-2 isoform X2
9796_0:001444	9796_0	NECTIN4	F6W8Z1		100066309	Nectin cell adhesion molecule 4
9796_0:001445	9796_0	LOC100054950			100054950	T-cell surface glycoprotein CD1a-like
9796_0:001446	9796_0	ARHGEF2	F7DTZ1		100057582	Rho/Rac guanine nucleotide exchange factor 2
9796_0:001447	9796_0	DPM3			100063346	dolichol-phosphate mannosyltransferase subunit 3 isoform X1
9796_0:001448	9796_0	BCL9	F6S3W0		100065022	B cell CLL/lymphoma 9
9796_0:001449	9796_0	IVL			100061103	involucrin
9796_0:00144a	9796_0	ATP1A4			100058301	sodium/potassium-transporting ATPase subunit alpha-4 isoform X1
9796_0:00144b	9796_0	PIGK	F7DJT8		100066781	GPI-anchor transamidase-like protein
9796_0:00144c	9796_0	K9K275_HORSE	K9K275		100058157	Nucleoside diphosphate kinase 7-like protein
9796_0:00144d	9796_0	LOC111773427			111773427	uncharacterized protein LOC111773427
9796_0:00144e	9796_0	KIAA1614			100053919	uncharacterized protein KIAA1614 homolog isoform X1
9796_0:00144f	9796_0	ACBD6			100053473	acyl-CoA-binding domain-containing protein 6 isoform X1
9796_0:001450	9796_0	F3			100058506	tissue factor
9796_0:001451	9796_0	GIPC2			100066247	PDZ domain-containing protein GIPC2 isoform X1
9796_0:001452	9796_0	FAM212B			100063508	PAK4-inhibitor INKA2
9796_0:001453	9796_0	CRABP2	F6XR54		100058072	Cellular retinoic acid binding protein 2
9796_0:001454	9796_0	LOC106783195			106783195	small proline-rich protein 2I-like
9796_0:001455	9796_0	PRPF3	F7DLG7		100054622	Pre-mRNA processing factor 3
9796_0:001456	9796_0	LOC100065492			100065492	bile acid receptor-like
9796_0:001457	9796_0	RGSL1			100054900	regulator of G-protein signaling protein-like isoform X1
9796_0:001458	9796_0	GNG12	F7BGR9		100630574	Guanine nucleotide-binding protein subunit gamma
9796_0:001459	9796_0	AQP10			100062408	aquaporin-10 isoform X1
9796_0:00145a	9796_0	CD1a5	G3FP03		100053326	CD1 protein
9796_0:00145b	9796_0	C5H1orf112			100058821	uncharacterized protein C1orf112 homolog isoform X1
9796_0:00145c	9796_0	KIAA0040			100630777	uncharacterized protein KIAA0040 homolog
9796_0:00145d	9796_0	IL20	F6XL14		100055632	Interleukin 20
9796_0:00145e	9796_0	OR10T2	F7E326		100055686	Olfactory receptor
9796_0:00145f	9796_0	C5H1orf146	F7D561		100629240	Chromosome 5 C1orf146 homolog
9796_0:001460	9796_0	K9K3B1_HORSE	K9K3B1		100059878	Mitochondrial rryptophanyl-tRNA synthetase-like protein
9796_0:001461	9796_0	SCNN1A			100059623	amiloride-sensitive sodium channel subunit alpha isoform X1
9796_0:001462	9796_0	FIGNL2			111773982	putative fidgetin-like protein 2
9796_0:001463	9796_0	MYO1A			100052722	unconventional myosin-Ia
9796_0:001464	9796_0	KRT2B	F7AN17		100061764	KRT2B
9796_0:001465	9796_0	CROCC2			102149478	putative ciliary rootlet coiled-coil protein 2 isoform X1
9796_0:001466	9796_0	LOC100058592			100058592	olfactory receptor 6C4-like
9796_0:001467	9796_0	KCNA1	F7DVF9		100051648	KCNA1
9796_0:001468	9796_0	SLC38A1	F6UNS2		100050256	Solute carrier family 38 member 1
9796_0:001469	9796_0	AVPR1A			100056176	vasopressin V1a receptor
9796_0:00146a	9796_0	LOC100064692			100064692	rab-like protein 2A isoform X1
9796_0:00146b	9796_0	KRT128			100063179	keratin, type II cytoskeletal 2 epidermal
9796_0:00146c	9796_0	A2ML1			100061421	alpha-2-macroglobulin-like protein 1 isoform X1
9796_0:00146d	9796_0	NINJ2			100056783	ninjurin-2
9796_0:00146e	9796_0	CAB39	F6U8Z5		100063745	Calcium binding protein 39
9796_0:00146f	9796_0	HJURP			100065398	Holliday junction recognition protein
9796_0:001470	9796_0	DTYMK			100067824	thymidylate kinase isoform X5
9796_0:001471	9796_0	NACA			100052730	nascent polypeptide-associated complex subunit alpha isoform X1
9796_0:001472	9796_0	LOC111773934			111773934	F-actin-capping protein subunit alpha-3
9796_0:001473	9796_0	LOC111773809			111773809	olfactory receptor 6C1-like
9796_0:001474	9796_0	RECQL			100068195	ATP-dependent DNA helicase Q1 isoform X1
9796_0:001475	9796_0	AGAP2			100050853	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 isoform X1
9796_0:001476	9796_0	SP140			100063568	nuclear body protein SP140 isoform X1
9796_0:001477	9796_0	ETFRF1			100629790	electron transfer flavoprotein regulatory factor 1
9796_0:001478	9796_0	PTPRB			100063580	receptor-type tyrosine-protein phosphatase beta isoform X1
9796_0:001479	9796_0	C6H12orf66	F6V889		100051506	Chromosome 12 open reading frame 66
9796_0:00147a	9796_0	CD94	H6V6M4		100062540	Killer cell lectin-like receptor subfamily D member 1
9796_0:00147b	9796_0	SLC16A7	F6WT11		100051223	Solute carrier family 16 member 7
9796_0:00147c	9796_0	LOC100057421			100057421	olfactory receptor 8S1-like
9796_0:00147d	9796_0	XRCC5	F6Z328		100055031	X-ray repair cross-complementing protein 5
9796_0:00147e	9796_0	LOC100057179			100057179	olfactory receptor 8S1-like
9796_0:00147f	9796_0	NCAPD2	F7CU59		100059757	Condensin complex subunit 1
9796_0:001480	9796_0	NPPC			100057178	C-type natriuretic peptide
9796_0:001481	9796_0	EEF1AKMT3	F6QE86		100053809	EEF1A lysine methyltransferase 3
9796_0:001482	9796_0	LOC100057190			100057190	olfactory receptor 6C2-like
9796_0:001483	9796_0	TAS2R9			100065228	taste receptor type 2 member 9
9796_0:001484	9796_0	PTMA			100057137	prothymosin alpha
9796_0:001485	9796_0	LOC106783330			106783330	uncharacterized protein LOC106783330 isoform X1
9796_0:001486	9796_0	GSG1			100063635	germ cell-specific gene 1 protein isoform X1
9796_0:001487	9796_0	COPZ1	F6QQQ5		100064590	Coatomer protein complex subunit zeta 1
9796_0:001488	9796_0	WASHC1			100050616	WASH complex subunit 1 isoform X1
9796_0:001489	9796_0	FRS2			100052205	fibroblast growth factor receptor substrate 2
9796_0:00148a	9796_0	TMEM117	F6Q687		100050185	Transmembrane protein 117
9796_0:00148b	9796_0	SCG2	F6QV50		100061099	Secretogranin II
9796_0:00148c	9796_0	LOC100057267			100057267	olfactory receptor 6C2-like
9796_0:00148d	9796_0	LOC100056625			100056625	olfactory receptor 6C1-like
9796_0:00148e	9796_0	LOC100063178			100063178	protein mago nashi homolog 2 isoform X1
9796_0:00148f	9796_0	CFAP65			100058974	cilia- and flagella-associated protein 65 isoform X2
9796_0:001490	9796_0	WNT5B			100056017	protein Wnt-5b
9796_0:001491	9796_0	LOC100056905	F6R2Z6		100056905	Olfactory receptor
9796_0:001492	9796_0	LOC100057392	F6QRK2		100057392	Olfactory receptor
9796_0:001493	9796_0	LOC100053416	F6X7U7		100053416	40S ribosomal protein S4
9796_0:001494	9796_0	LOC100059091			100059091	tubulin alpha-1B chain
9796_0:001495	9796_0	MRPS35			100069159	28S ribosomal protein S35, mitochondrial
9796_0:001496	9796_0	PDE6D	F7AAZ5		100630114	Phosphodiesterase 6D
9796_0:001497	9796_0	ZC3H10			111767405	zinc finger CCCH domain-containing protein 10
9796_0:001498	9796_0	LOC100058332			100058332	LOW QUALITY PROTEIN: olfactory receptor 8S1-like
9796_0:001499	9796_0	PFKM	F7DMB6		100034116	ATP-dependent 6-phosphofructokinase
9796_0:00149a	9796_0	TSPAN31	F6RUF1		100050928	Tetraspanin 31
9796_0:00149b	9796_0	RPL37A			100050696	60S ribosomal protein L37a isoform X1
9796_0:00149c	9796_0	LOC100061827			100061827	ovostatin homolog 2
9796_0:00149d	9796_0	KRAS			100064473	GTPase KRas isoform X3
9796_0:00149e	9796_0	CACNA2D4			100630648	voltage-dependent calcium channel subunit alpha-2/delta-4
9796_0:00149f	9796_0	MGST1	F6U8C2		100064102	Microsomal glutathione S-transferase 1-like protein
9796_0:0014a0	9796_0	CYP27B1	F6SUV8		100034100	Cytochrome P450 family 27 subfamily B member 1
9796_0:0014a1	9796_0	LOC100067126			100067126	olfactory receptor 12-like
9796_0:0014a2	9796_0	CALCOCO1	F6Y0K2		100064155	Calcium binding and coiled-coil domain 1
9796_0:0014a3	9796_0	LOC100057935			100057935	olfactory receptor 8S1-like
9796_0:0014a4	9796_0	CXCR2			100055552	C-X-C chemokine receptor type 2 isoform X1
9796_0:0014a5	9796_0	TUBA8	F6ZRY9		100054576	Tubulin alpha chain
9796_0:0014a6	9796_0	TEX52			100630897	uncharacterized protein ENSP00000372125 isoform X1
9796_0:0014a7	9796_0	ANO6			100055262	anoctamin-6 isoform X1
9796_0:0014a8	9796_0	GLS2	F6YR42		100059765	Glutaminase 2
9796_0:0014a9	9796_0	FAM186A			100630437	protein FAM186A
9796_0:0014aa	9796_0	ADA2			100055385	adenosine deaminase 2 isoform X1
9796_0:0014ab	9796_0	LOC100146146			100146146	olfactory receptor 2AP1-like
9796_0:0014ac	9796_0	LOC106783269			106783269	proline-rich proteoglycan 2-like
9796_0:0014ad	9796_0	KIF5A			100050542	kinesin heavy chain isoform X1
9796_0:0014ae	9796_0	LOC100057502			100057502	olfactory receptor 8S1-like
9796_0:0014af	9796_0	LOC100051778	F6PTY9		100051778	LOC100051778
9796_0:0014b0	9796_0	LOC100055986	F7A6Q5		100055986	Olfactory receptor
9796_0:0014b1	9796_0	LOC102147467			102147467	killer cell lectin-like receptor subfamily F member 1
9796_0:0014b2	9796_0	FAM124B	F7DQ23		100056782	Family with sequence similarity 124 member B
9796_0:0014b3	9796_0	TIMELESS	F6QW70		100059661	Timeless circadian regulator
9796_0:0014b4	9796_0	TBC1D30			100057098	TBC1 domain family member 30 isoform X1
9796_0:0014b5	9796_0	INPP5D			100064896	phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1
9796_0:0014b6	9796_0	KIAA1551			100064870	uncharacterized protein KIAA1551 homolog isoform X1
9796_0:0014b7	9796_0	LOC100056394			100056394	olfactory receptor 6C3-like
